"FIPS","state","county","votech","prod_bush","GDP2015","medinc1317","perc_HS_GED","totpop1317","urb2010","perclatino1317","trumpmarg","state_name","confirmed","deaths","cases_pc","W"
1101,"AL","montgomery",7.34488939415143,78100,14454640,46545,0.255863325252146,227120,0.895087699410977,0.0335857696371962,-0.261610201751047,"alabama",9615,196,0.0423344487495597,0.0251041814773899
1103,"AL","morgan",-3.29481929344083,355257,4616113,47529,0.298694179842619,119157,0.588869361452841,0.0796008627273261,0.523614250565102,"alabama",3932,33,0.0329984809956612,0.0392023258740482
1109,"AL","pike",4.9939179376748,64446,1317736,35684,0.330314900544335,33287,0,0.00847177576831796,0.202840690978887,"alabama",1301,12,0.0390843272148286,0.016111881977532
1111,"AL","randolph",0.262842115849871,19120,351946,39485,0.36661536488393,22530,0,0.0295162006213937,0.533761105626851,"alabama",793,14,0.0351975144252108,0.0246420137676371
1113,"AL","russell",-3.95928207373005,17966,1531289,38988,0.323843967966934,58480,0.645910061004401,0.0521545827633379,-0.0191785117056856,"alabama",1899,3,0.0324726402188782,0.0336712300787688
1115,"AL","st clair",3.76809421292335,4183,1716644,53483,0.361738148984199,86937,0.106097400500042,0.0230396724064552,0.686111184331919,"alabama",2767,42,0.0318276453063713,0.0249441190826541
1117,"AL","shelby",-11.9319494581825,75581,10371069,74063,0.209141813496811,208721,0.757008483481559,0.057708615807705,0.503175147165551,"alabama",7002,60,0.0335471754159859,0.0245540099036457
1121,"AL","talladega",-1.91491922224097,184195,2869613,39219,0.35124681389587,80888,0.0592531382532719,0.022141726832163,0.255524113432476,"alabama",2536,34,0.0313519928790426,0.0411135803893278
1123,"AL","tallapoosa",-0.657085730334594,6825,1144977,42181,0.340032856793317,40756,0,0.023751104131907,0.415910073497622,"alabama",1269,86,0.0311365197762293,0.0347491384298203
1125,"AL","tuscaloosa",37.0228056993031,181101,9505915,50513,0.293986975108874,204424,0.714665872102581,0.0348687042617305,0.195268517158663,"alabama",9886,132,0.0483602708096897,0.0190452966196014
4001,"AZ","apache",2.61147052895219,0,2250396,32360,0.329593748571951,71602,0,0.0610876791151085,-0.36877646176108,"arizona",3780,168,0.0527918214575012,0.0265098325476857
4003,"AZ","cochise",-9.61748452970103,0,4380945,47847,0.22979350695357,126516,0.40157294474137,0.349955736823801,0.225855795304424,"arizona",2032,73,0.0160612096493724,0.0313847508466175
4005,"AZ","coconino",-1.49063901002013,0,6726556,53523,0.213382494865259,138639,0.535310702940761,0.138958013257453,-0.194417859289101,"arizona",4721,147,0.0340524671989844,0.0343937328872486
4007,"AZ","gila",-1.19713000346326,0,1594995,41179,0.274591012632015,53145,0,0.186470975632703,0.323675109823348,"arizona",1741,65,0.0327594317433437,0.0311481456799751
4009,"AZ","graham",4.42786399899845,0,718631,48173,0.313490364025696,37700,0,0.325305039787798,0.395678029985761,"arizona",1028,27,0.0272679045092838,0.0246904552042097
4011,"AZ","greenlee",3.58415495631751,0,1114962,56298,0.37041480973603,9368,0,0.464133219470538,0.246685168054271,"arizona",72,2,0.00768573868488471,0.0344225898190808
4012,"AZ","la paz",1.24447447392074,0,566490,36479,0.369915036045314,20477,0,0.262880304732138,0.418373555059826,"arizona",589,16,0.0287639790985008,0.0310097393189699
